"Nomenclature","ReporterCode","ReporterISO3","ReporterName","ProductCode","ProductDescription","PartnerCode","PartnerISO3","PartnerName","Year","TradeFlowName","TradeValue in 1000 USD"
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","320","GTM","Guatemala",2017,"Gross Imports",16095.9459922
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","328","GUY","Guyana",2017,"Gross Imports",88.71254677
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","332","HTI","Haiti",2017,"Gross Imports",32.01997743
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","344","HKG","Hong Kong",2017,"Gross Imports",5833.34259946
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","348","HUN","Hungary",2017,"Gross Imports",1057.87193047
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","352","ISL","Iceland",2017,"Gross Imports",2.05976463
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","360","IDN","Indonesia",2017,"Gross Imports",3219.07328095
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","364","IRN","Iran-Islam.R",2017,"Gross Imports",6.32196157
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","372","IRL","Ireland",2017,"Gross Imports",15039.69690659
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","376","ISR","Israel",2017,"Gross Imports",1047.34127234
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","381","ITA","Italy",2017,"Gross Imports",225423.17345852
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","388","JAM","Jamaica",2017,"Gross Imports",3563.84756313
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","404","KEN","Kenya",2017,"Gross Imports",23.6293345
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","410","KOR","Korea Rep.",2017,"Gross Imports",221205.89008753
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","418","LAO","Lao P.Dem.R",2017,"Gross Imports",65.30613052
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","422","LBN","Lebanon",2017,"Gross Imports",129.96133975
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","428","LVA","Latvia",2017,"Gross Imports",736.0760615
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","440","LTU","Lithuania",2017,"Gross Imports",55.1945587
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","442","LUX","Luxemberg",2017,"Gross Imports",40.86537359
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","458","MYS","Malaysia",2017,"Gross Imports",350.32048824
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","470","MLT","Malta",2017,"Gross Imports",6.71429769
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","480","MUS","Mauritius",2017,"Gross Imports",45.58232376
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","484","MEX","Mexico",2017,"Gross Imports",40242.05849608
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","490","OAS","Asia Othr.ns",2017,"Gross Imports",3402.99867066
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","496","MNG","Mongolia",2017,"Gross Imports",8.31039236
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","498","MDA","Rep.Moldova",2017,"Gross Imports",437.32102285
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","499","MNT","Montenegro",2017,"Gross Imports",36.79042798
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","504","MAR","Morocco",2017,"Gross Imports",51.6278667
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","512","OMN","Oman",2017,"Gross Imports",57.78932713
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","524","NPL","Nepal",2017,"Gross Imports",329.58017426
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","528","NLD","Netherlands",2017,"Gross Imports",20887.93936188
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","531","CUW","",2017,"Gross Imports",11.44016459
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","540","NCL","New Calednia",2017,"Gross Imports",28.98828923
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","554","NZL","New Zealand",2017,"Gross Imports",12831.55788939
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","558","NIC","Nicaragua",2017,"Gross Imports",4.74370036
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","566","NGA","Nigeria",2017,"Gross Imports",4.40486462
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","579","NOR","Norway,Sb,JM",2017,"Gross Imports",343.08902021
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","585","PLW","Palau",2017,"Gross Imports",12.49233873
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","586","PAK","Pakistan",2017,"Gross Imports",151924.14632973
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","591","PAN","Panama",2017,"Gross Imports",59.86692522
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","600","PRY","Paraguay",2017,"Gross Imports",11.00324482
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","604","PER","Peru",2017,"Gross Imports",5438.17095932
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","608","PHL","Philippines",2017,"Gross Imports",1706.10036801
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","616","POL","Poland",2017,"Gross Imports",1907.98405194
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","620","PRT","Portugal",2017,"Gross Imports",7240.37584327
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","642","ROM","Romania",2017,"Gross Imports",496.10010701
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","643","RUS","Russian Fed",2017,"Gross Imports",174.3220715
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","662","LCA","St.Lucia",2017,"Gross Imports",22.63957747
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","688","SER","Yugoslavia",2017,"Gross Imports",34.96249833
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","699","IND","India",2017,"Gross Imports",1306.61303055
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","702","SGP","Singapore",2017,"Gross Imports",326.22748378
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","703","SVK","Slovakia",2017,"Gross Imports",268.09932091
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","704","VNM","Viet Nam",2017,"Gross Imports",27395.62750105
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","705","SVN","Slovenia",2017,"Gross Imports",338.57715483
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","710","ZAF","South Africa",2017,"Gross Imports",21852.4085456
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","724","ESP","Spain",2017,"Gross Imports",116104.86616422
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","752","SWE","Sweden",2017,"Gross Imports",734.12329763
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","757","CHE","Switz.Liecht",2017,"Gross Imports",102706.40933162
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","760","SYR","Syrian A.R.",2017,"Gross Imports",13.04517599
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","764","THA","Thailand",2017,"Gross Imports",18047.62202114
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","780","TTO","Trinidad Tbg",2017,"Gross Imports",176.1054175
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","784","ARE","Untd Arab Em",2017,"Gross Imports",44.91356901
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","788","TUN","Tunisia",2017,"Gross Imports",45.54665684
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","792","TUR","Turkey",2017,"Gross Imports",742.36235615
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","804","UKR","Ukraine",2017,"Gross Imports",18.86780068
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","807","MKD","TFYR Macedna",2017,"Gross Imports",189.75693113
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","826","GBR","Untd.Kingdom",2017,"Gross Imports",263115.38601034
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","842","USA","USA,PR,USVI",2017,"Gross Imports",431557.38232895
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","858","URY","Uruguay",2017,"Gross Imports",97.44202544
"H4","392","JPN","Japan","22","BEVERAGES, SPIRITS AND VINEGAR","862","VEN","Venezuela",2017,"Gross Imports",218.06754888
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","000","WLD","World",2017,"Gross Imports",2351266.42596534
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","016","ASM","American Samoa",2017,"Gross Imports",1704.86985927
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","024","AGO","Angola",2017,"Gross Imports",628.91480036
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","032","ARG","Argentina",2017,"Gross Imports",50474.52334142
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","036","AUS","Australia",2017,"Gross Imports",64286.15469203
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","040","AUT","Austria",2017,"Gross Imports",8263.03560697
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","056","BEL","Belgium",2017,"Gross Imports",2094.02270666
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","076","BRA","Brazil",2017,"Gross Imports",75652.64925877
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","100","BGR","Bulgaria",2017,"Gross Imports",656.73499796
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","104","MMR","Myanmar",2017,"Gross Imports",552.3914235
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","116","KHM","Cambodia",2017,"Gross Imports",169.55162095
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","124","CAN","Canada",2017,"Gross Imports",31620.66842714
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","144","LKA","Sri Lanka",2017,"Gross Imports",11944.92284184
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","152","CHL","Chile",2017,"Gross Imports",49246.00303221
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","156","CHN","China",2017,"Gross Imports",430050.55304298
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","188","CRI","Costa Rica",2017,"Gross Imports",53.50929673
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","191","HRV","Croatia",2017,"Gross Imports",1014.11753636
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","203","CZE","Czech Rep",2017,"Gross Imports",55694.35924996
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","208","DNK","Denmark",2017,"Gross Imports",19712.98184978
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","218","ECU","Ecuador",2017,"Gross Imports",17939.79200525
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","233","EST","Estonia",2017,"Gross Imports",36.35350821
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","246","FIN","Finland",2017,"Gross Imports",239.48553434
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","251","FRA","France+Monac",2017,"Gross Imports",107935.65239031
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","276","DEU","Germany",2017,"Gross Imports",29023.71539829
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","288","GHA","Ghana",2017,"Gross Imports",1767.51880425
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","348","HUN","Hungary",2017,"Gross Imports",35.67583673
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","352","ISL","Iceland",2017,"Gross Imports",86.68844906
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","360","IDN","Indonesia",2017,"Gross Imports",94932.92895184
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","372","IRL","Ireland",2017,"Gross Imports",2882.25272193
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","376","ISR","Israel",2017,"Gross Imports",492.57799866
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","381","ITA","Italy",2017,"Gross Imports",8335.02036826
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","410","KOR","Korea Rep.",2017,"Gross Imports",52572.40699217
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","440","LTU","Lithuania",2017,"Gross Imports",188.55317258
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","450","MDG","Madagascar",2017,"Gross Imports",54.89138988
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","458","MYS","Malaysia",2017,"Gross Imports",42557.55494248
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","478","MRT","Mauritania",2017,"Gross Imports",6292.36694313
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","480","MUS","Mauritius",2017,"Gross Imports",768.14953931
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","484","MEX","Mexico",2017,"Gross Imports",4742.24693301
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","490","OAS","Asia Othr.ns",2017,"Gross Imports",8399.42590905
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","496","MNG","Mongolia",2017,"Gross Imports",6.11687678
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","504","MAR","Morocco",2017,"Gross Imports",3266.71536934
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","516","NAM","Namibia",2017,"Gross Imports",1346.54214749
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","528","NLD","Netherlands",2017,"Gross Imports",61509.77030539
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","554","NZL","New Zealand",2017,"Gross Imports",18572.46074894
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","579","NOR","Norway,Sb,JM",2017,"Gross Imports",5332.35612441
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","586","PAK","Pakistan",2017,"Gross Imports",349.07214604
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","591","PAN","Panama",2017,"Gross Imports",1031.46057621
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","600","PRY","Paraguay",2017,"Gross Imports",44286.08980317
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","604","PER","Peru",2017,"Gross Imports",63542.06249026
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","608","PHL","Philippines",2017,"Gross Imports",6396.73726778
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","616","POL","Poland",2017,"Gross Imports",614.50536468
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","620","PRT","Portugal",2017,"Gross Imports",20.44606189
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","643","RUS","Russian Fed",2017,"Gross Imports",5482.05018765
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","686","SEN","Senegal",2017,"Gross Imports",210.23865994
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","688","SER","Yugoslavia",2017,"Gross Imports",2469.46162331
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","690","SYC","Seychelles",2017,"Gross Imports",2238.21514749
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","699","IND","India",2017,"Gross Imports",106448.32399285
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","702","SGP","Singapore",2017,"Gross Imports",3587.67306569
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","704","VNM","Viet Nam",2017,"Gross Imports",29541.59015996
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","705","SVN","Slovenia",2017,"Gross Imports",42.55955229
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","710","ZAF","South Africa",2017,"Gross Imports",9885.46138066
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","724","ESP","Spain",2017,"Gross Imports",4524.50930314
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","752","SWE","Sweden",2017,"Gross Imports",110.87953755
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","757","CHE","Switz.Liecht",2017,"Gross Imports",2005.45282757
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","764","THA","Thailand",2017,"Gross Imports",303148.15101986
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","804","UKR","Ukraine",2017,"Gross Imports",530.78618671
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","818","EGY","Egypt",2017,"Gross Imports",4367.04876807
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","826","GBR","Untd.Kingdom",2017,"Gross Imports",16580.2135985
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","842","USA","USA,PR,USVI",2017,"Gross Imports",470672.11648459
"H4","392","JPN","Japan","23","RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER","887","YEM","Yemen",2017,"Gross Imports",44.1378135
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","000","WLD","World",2017,"Gross Imports",4722834.47171141
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","032","ARG","Argentina",2017,"Gross Imports",928.49017817
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","044","BHS","Bahamas",2017,"Gross Imports",20.8651482
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","050","BGD","Bangladesh",2017,"Gross Imports",356.53544905
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","051","ARM","Armenia",2017,"Gross Imports",291.16690142
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","056","BEL","Belgium",2017,"Gross Imports",480.85249871
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","076","BRA","Brazil",2017,"Gross Imports",86705.76534966
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","100","BGR","Bulgaria",2017,"Gross Imports",1548.54174891
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","124","CAN","Canada",2017,"Gross Imports",10.04023798
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","156","CHN","China",2017,"Gross Imports",22024.7689365
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","188","CRI","Costa Rica",2017,"Gross Imports",15.97878016
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","192","CUB","Cuba",2017,"Gross Imports",6019.5952557
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","203","CZE","Czech Rep",2017,"Gross Imports",8769.29186945
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","208","DNK","Denmark",2017,"Gross Imports",1736.2656656
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","212","DMA","Dominica",2017,"Gross Imports",9.24664901
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","214","DOM","Dominican Rp",2017,"Gross Imports",1782.21357529
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","218","ECU","Ecuador",2017,"Gross Imports",18.28821323
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","251","FRA","France+Monac",2017,"Gross Imports",23004.86023118
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","276","DEU","Germany",2017,"Gross Imports",20645.89472603
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","300","GRC","Greece",2017,"Gross Imports",10997.91261546
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","340","HND","Honduras",2017,"Gross Imports",90.96847946
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","344","HKG","Hong Kong",2017,"Gross Imports",140.62574883
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","348","HUN","Hungary",2017,"Gross Imports",40.08070135
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","360","IDN","Indonesia",2017,"Gross Imports",11564.69564118
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","372","IRL","Ireland",2017,"Gross Imports",298.25570177
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","381","ITA","Italy",2017,"Gross Imports",1546671.13487349
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","400","JOR","Jordan",2017,"Gross Imports",10.79816003
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","410","KOR","Korea Rep.",2017,"Gross Imports",675753.7588789
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","440","LTU","Lithuania",2017,"Gross Imports",491324.49367333
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","442","LUX","Luxemberg",2017,"Gross Imports",2109.33273207
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","454","MWI","Malawi",2017,"Gross Imports",8935.34813224
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","458","MYS","Malaysia",2017,"Gross Imports",9692.16450772
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","484","MEX","Mexico",2017,"Gross Imports",9332.88270583
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","490","OAS","Asia Othr.ns",2017,"Gross Imports",14034.58526753
"H4","392","JPN","Japan","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","508","MOZ","Mozambique",2017,"Gross Imports",222.68641502
