"Nomenclature","ReporterCode","ReporterISO3","ReporterName","ProductCode","ProductDescription","PartnerCode","PartnerISO3","PartnerName","Year","TradeFlowName","TradeValue in 1000 USD"
"H4","392","JPN","Japan","01","LIVE ANIMALS","400","JOR","Jordan",2017,"Gross Imports",60.34842864
"H4","392","JPN","Japan","01","LIVE ANIMALS","404","KEN","Kenya",2017,"Gross Imports",18.43088091
"H4","392","JPN","Japan","01","LIVE ANIMALS","410","KOR","Korea Rep.",2017,"Gross Imports",240.54662521
"H4","392","JPN","Japan","01","LIVE ANIMALS","428","LVA","Latvia",2017,"Gross Imports",3.68260949
"H4","392","JPN","Japan","01","LIVE ANIMALS","446","MAC","Macau",2017,"Gross Imports",1.89034676
"H4","392","JPN","Japan","01","LIVE ANIMALS","450","MDG","Madagascar",2017,"Gross Imports",146.7693758
"H4","392","JPN","Japan","01","LIVE ANIMALS","458","MYS","Malaysia",2017,"Gross Imports",93.95558401
"H4","392","JPN","Japan","01","LIVE ANIMALS","466","MLI","Mali",2017,"Gross Imports",27.56161243
"H4","392","JPN","Japan","01","LIVE ANIMALS","480","MUS","Mauritius",2017,"Gross Imports",146.03820394
"H4","392","JPN","Japan","01","LIVE ANIMALS","484","MEX","Mexico",2017,"Gross Imports",66.23347044
"H4","392","JPN","Japan","01","LIVE ANIMALS","490","OAS","Asia Othr.ns",2017,"Gross Imports",419.59456361
"H4","392","JPN","Japan","01","LIVE ANIMALS","498","MDA","Rep.Moldova",2017,"Gross Imports",3.1208555
"H4","392","JPN","Japan","01","LIVE ANIMALS","508","MOZ","Mozambique",2017,"Gross Imports",4.11952926
"H4","392","JPN","Japan","01","LIVE ANIMALS","528","NLD","Netherlands",2017,"Gross Imports",6243.42301216
"H4","392","JPN","Japan","01","LIVE ANIMALS","531","CUW","",2017,"Gross Imports",23.96817024
"H4","392","JPN","Japan","01","LIVE ANIMALS","554","NZL","New Zealand",2017,"Gross Imports",2227.02465134
"H4","392","JPN","Japan","01","LIVE ANIMALS","558","NIC","Nicaragua",2017,"Gross Imports",28.45328543
"H4","392","JPN","Japan","01","LIVE ANIMALS","591","PAN","Panama",2017,"Gross Imports",2.18459885
"H4","392","JPN","Japan","01","LIVE ANIMALS","604","PER","Peru",2017,"Gross Imports",49.47893477
"H4","392","JPN","Japan","01","LIVE ANIMALS","608","PHL","Philippines",2017,"Gross Imports",532.51603233
"H4","392","JPN","Japan","01","LIVE ANIMALS","616","POL","Poland",2017,"Gross Imports",19.3493041
"H4","392","JPN","Japan","01","LIVE ANIMALS","642","ROM","Romania",2017,"Gross Imports",2.93360417
"H4","392","JPN","Japan","01","LIVE ANIMALS","643","RUS","Russian Fed",2017,"Gross Imports",22.71091131
"H4","392","JPN","Japan","01","LIVE ANIMALS","686","SEN","Senegal",2017,"Gross Imports",10.40582391
"H4","392","JPN","Japan","01","LIVE ANIMALS","690","SYC","Seychelles",2017,"Gross Imports",37.63751733
"H4","392","JPN","Japan","01","LIVE ANIMALS","702","SGP","Singapore",2017,"Gross Imports",299.61104473
"H4","392","JPN","Japan","01","LIVE ANIMALS","703","SVK","Slovakia",2017,"Gross Imports",2316.09386731
"H4","392","JPN","Japan","01","LIVE ANIMALS","704","VNM","Viet Nam",2017,"Gross Imports",5216.90230437
"H4","392","JPN","Japan","01","LIVE ANIMALS","705","SVN","Slovenia",2017,"Gross Imports",95.51601176
"H4","392","JPN","Japan","01","LIVE ANIMALS","710","ZAF","South Africa",2017,"Gross Imports",544.02753076
"H4","392","JPN","Japan","01","LIVE ANIMALS","724","ESP","Spain",2017,"Gross Imports",154.91926702
"H4","392","JPN","Japan","01","LIVE ANIMALS","729","SUD","Sudan",2017,"Gross Imports",46.15299448
"H4","392","JPN","Japan","01","LIVE ANIMALS","740","SUR","Suriname",2017,"Gross Imports",10.38799045
"H4","392","JPN","Japan","01","LIVE ANIMALS","752","SWE","Sweden",2017,"Gross Imports",3.36160721
"H4","392","JPN","Japan","01","LIVE ANIMALS","757","CHE","Switz.Liecht",2017,"Gross Imports",75.57820348
"H4","392","JPN","Japan","01","LIVE ANIMALS","764","THA","Thailand",2017,"Gross Imports",1014.76845765
"H4","392","JPN","Japan","01","LIVE ANIMALS","768","TGO","Togo",2017,"Gross Imports",52.93862601
"H4","392","JPN","Japan","01","LIVE ANIMALS","784","ARE","Untd Arab Em",2017,"Gross Imports",9.78165281
"H4","392","JPN","Japan","01","LIVE ANIMALS","800","UGA","Uganda",2017,"Gross Imports",5.35895473
"H4","392","JPN","Japan","01","LIVE ANIMALS","804","UKR","Ukraine",2017,"Gross Imports",65.85005105
"H4","392","JPN","Japan","01","LIVE ANIMALS","807","MKD","TFYR Macedna",2017,"Gross Imports",15.97878016
"H4","392","JPN","Japan","01","LIVE ANIMALS","818","EGY","Egypt",2017,"Gross Imports",66.00163546
"H4","392","JPN","Japan","01","LIVE ANIMALS","826","GBR","Untd.Kingdom",2017,"Gross Imports",39631.67266066
"H4","392","JPN","Japan","01","LIVE ANIMALS","842","USA","USA,PR,USVI",2017,"Gross Imports",60645.38249919
"H4","392","JPN","Japan","01","LIVE ANIMALS","858","URY","Uruguay",2017,"Gross Imports",51.12852982
"H4","392","JPN","Japan","01","LIVE ANIMALS","860","UZB","Uzbekistan",2017,"Gross Imports",27.18710977
"H4","392","JPN","Japan","01","LIVE ANIMALS","894","ZMB","Zambia",2017,"Gross Imports",60.31276172
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","000","WLD","World",2017,"Gross Imports",10086855.9016989
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","032","ARG","Argentina",2017,"Gross Imports",10035.05735987
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","036","AUS","Australia",2017,"Gross Imports",1824867.72516857
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","040","AUT","Austria",2017,"Gross Imports",38262.98135585
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","056","BEL","Belgium",2017,"Gross Imports",3069.79830402
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","076","BRA","Brazil",2017,"Gross Imports",920292.4932772
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","100","BGR","Bulgaria",2017,"Gross Imports",3158.80510288
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","124","CAN","Canada",2017,"Gross Imports",1211974.76385774
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","152","CHL","Chile",2017,"Gross Imports",124840.3725437
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","156","CHN","China",2017,"Gross Imports",5242.6805708
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","208","DNK","Denmark",2017,"Gross Imports",540006.96828627
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","246","FIN","Finland",2017,"Gross Imports",3150.6373782
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","251","FRA","France+Monac",2017,"Gross Imports",79394.88492228
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","276","DEU","Germany",2017,"Gross Imports",98488.24320436
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","348","HUN","Hungary",2017,"Gross Imports",112972.67750039
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","352","ISL","Iceland",2017,"Gross Imports",6693.19179009
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","360","IDN","Indonesia",2017,"Gross Imports",216.97970782
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","372","IRL","Ireland",2017,"Gross Imports",44114.84400352
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","381","ITA","Italy",2017,"Gross Imports",105952.14363527
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","440","LTU","Lithuania",2017,"Gross Imports",66.71497386
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","458","MYS","Malaysia",2017,"Gross Imports",177.25567567
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","484","MEX","Mexico",2017,"Gross Imports",470270.85471786
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","490","OAS","Asia Othr.ns",2017,"Gross Imports",671.12660018
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","496","MNG","Mongolia",2017,"Gross Imports",48.27517622
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","528","NLD","Netherlands",2017,"Gross Imports",126495.21063094
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","548","VUT","Vanuatu",2017,"Gross Imports",820.46399422
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","554","NZL","New Zealand",2017,"Gross Imports",195187.61203612
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","558","NIC","Nicaragua",2017,"Gross Imports",4002.38126126
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","579","NOR","Norway,Sb,JM",2017,"Gross Imports",1293.77293935
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","591","PAN","Panama",2017,"Gross Imports",59.51917275
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","608","PHL","Philippines",2017,"Gross Imports",3350.22054579
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","616","POL","Poland",2017,"Gross Imports",12814.48235144
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","620","PRT","Portugal",2017,"Gross Imports",4585.01823292
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","704","VNM","Viet Nam",2017,"Gross Imports",126.7067333
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","724","ESP","Spain",2017,"Gross Imports",524484.8227863
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","764","THA","Thailand",2017,"Gross Imports",397842.98544724
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","826","GBR","Untd.Kingdom",2017,"Gross Imports",421.50274383
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","842","USA","USA,PR,USVI",2017,"Gross Imports",3211346.55098561
"H4","392","JPN","Japan","02","MEAT AND EDIBLE MEAT OFFAL","858","URY","Uruguay",2017,"Gross Imports",55.17672524
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","000","WLD","World",2017,"Gross Imports",11711602.8607091
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","012","DZA","Algeria",2017,"Gross Imports",1941.04728678
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","024","AGO","Angola",2017,"Gross Imports",574.22849527
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","032","ARG","Argentina",2017,"Gross Imports",229959.6133464
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","036","AUS","Australia",2017,"Gross Imports",149966.65659283
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","044","BHS","Bahamas",2017,"Gross Imports",44.4944827
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","048","BHR","Bahrain",2017,"Gross Imports",6010.13460517
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","050","BGD","Bangladesh",2017,"Gross Imports",22601.70811769
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","076","BRA","Brazil",2017,"Gross Imports",8134.36719307
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","084","BLZ","Belize",2017,"Gross Imports",4318.58634052
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","090","SLB","Solomon Is",2017,"Gross Imports",2430.01400979
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","096","BRN","Brunei Darsm",2017,"Gross Imports",281.48333264
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","104","MMR","Myanmar",2017,"Gross Imports",59820.39772286
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","120","CMR","Cameroon",2017,"Gross Imports",32.59064815
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","124","CAN","Canada",2017,"Gross Imports",440678.85828321
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","144","LKA","Sri Lanka",2017,"Gross Imports",20154.90390531
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","152","CHL","Chile",2017,"Gross Imports",1300316.88291335
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","156","CHN","China",2017,"Gross Imports",1240898.19279372
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","170","COL","Colombia",2017,"Gross Imports",1309.0651313
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","178","COG","Congo",2017,"Gross Imports",57.19190622
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","180","ZAR","Dem.Rp.Congo",2017,"Gross Imports",105.55624974
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","184","COK","Cook Is",2017,"Gross Imports",17153.17591811
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","191","HRV","Croatia",2017,"Gross Imports",37968.07834456
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","192","CUB","Cuba",2017,"Gross Imports",2951.90129996
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","196","CYP","Cyprus",2017,"Gross Imports",201.35759686
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","203","CZE","Czech Rep",2017,"Gross Imports",117.04099798
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","204","BEN","Benin",2017,"Gross Imports",5.92962545
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","208","DNK","Denmark",2017,"Gross Imports",46933.77902572
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","218","ECU","Ecuador",2017,"Gross Imports",13924.86490488
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","222","SLV","El Salvador",2017,"Gross Imports",61.8821062
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","233","EST","Estonia",2017,"Gross Imports",1415.86972324
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","238","FLK","Falkland Is",2017,"Gross Imports",982.75739695
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","242","FJI","Fiji",2017,"Gross Imports",23560.06042463
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","246","FIN","Finland",2017,"Gross Imports",4773.66948953
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","251","FRA","France+Monac",2017,"Gross Imports",33178.13582278
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","258","PYF","Fr.Polynesia",2017,"Gross Imports",136.0692998
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","262","DJI","Djibouti",2017,"Gross Imports",45.68040779
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","276","DEU","Germany",2017,"Gross Imports",23484.54463826
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","288","GHA","Ghana",2017,"Gross Imports",5410.32401153
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","296","KIR","Kiribati",2017,"Gross Imports",9723.8723996
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","300","GRC","Greece",2017,"Gross Imports",1714.80309649
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","304","GRL","Greenland",2017,"Gross Imports",64508.90352416
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","316","GUM","Guam",2017,"Gross Imports",539.23033002
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","324","GIN","Guinea",2017,"Gross Imports",67.16972709
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","328","GUY","Guyana",2017,"Gross Imports",15.38135925
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","332","HTI","Haiti",2017,"Gross Imports",28.81887136
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","340","HND","Honduras",2017,"Gross Imports",1688.50765972
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","344","HKG","Hong Kong",2017,"Gross Imports",14238.9478024
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","352","ISL","Iceland",2017,"Gross Imports",124684.13360064
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","360","IDN","Indonesia",2017,"Gross Imports",481624.62511089
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","364","IRN","Iran-Islam.R",2017,"Gross Imports",4193.0031152
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","372","IRL","Ireland",2017,"Gross Imports",32374.30153001
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","381","ITA","Italy",2017,"Gross Imports",8427.90594467
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","384","CIV","Cote Divoire",2017,"Gross Imports",4865.18188952
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","404","KEN","Kenya",2017,"Gross Imports",1543.69104779
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","410","KOR","Korea Rep.",2017,"Gross Imports",534115.89877679
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","426","LSO","Lesotho",2017,"Gross Imports",221.78582529
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","428","LVA","Latvia",2017,"Gross Imports",2555.84690355
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","434","LBY","Libya",2017,"Gross Imports",11484.71257308
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","440","LTU","Lithuania",2017,"Gross Imports",3527.69913971
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","450","MDG","Madagascar",2017,"Gross Imports",4760.21414396
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","458","MYS","Malaysia",2017,"Gross Imports",48495.44620119
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","462","MDV","Maldives",2017,"Gross Imports",2458.89529826
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","470","MLT","Malta",2017,"Gross Imports",132193.70552261
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","478","MRT","Mauritania",2017,"Gross Imports",134345.91880925
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","480","MUS","Mauritius",2017,"Gross Imports",3932.34926384
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","484","MEX","Mexico",2017,"Gross Imports",83034.74760866
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","490","OAS","Asia Othr.ns",2017,"Gross Imports",563368.66713532
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","504","MAR","Morocco",2017,"Gross Imports",154259.01883042
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","508","MOZ","Mozambique",2017,"Gross Imports",3879.66030627
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","512","OMN","Oman",2017,"Gross Imports",7116.45112973
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","516","NAM","Namibia",2017,"Gross Imports",3208.11461978
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","528","NLD","Netherlands",2017,"Gross Imports",15276.61442269
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","540","NCL","New Calednia",2017,"Gross Imports",2689.1074334
"H4","392","JPN","Japan","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","548","VUT","Vanuatu",2017,"Gross Imports",66700.36825626
